stamp,brk_pressure_cmd_counter,f_brake_pressure_cmd,r_brake_pressure_cmd
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=396866646)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=405963491)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=416058711)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=425964773)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=436698002)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=446643576)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=455965756)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=466433225)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=476108327)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=486034225)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=497253507)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=506103946)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=515994161)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=525973959)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=535976703)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=546043239)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=556064273)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=566684962)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=575979196)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=586085628)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=595968455)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=606096829)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=616091369)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=626115814)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=635942858)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=645984782)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=655929456)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=666102170)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=676099997)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=686157360)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=695986814)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=705937307)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=715959304)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=726169830)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=736161855)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=746095732)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=756065724)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=766069775)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=776078268)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=786051530)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=795971894)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=805985165)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=816158400)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=826074333)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=836145869)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=846096359)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=856094274)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=866174557)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=876092331)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=886116718)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=896145580)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=905999194)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=916093645)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=925952330)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=936151885)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=945906956)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=956078217)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=966156866)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=976111554)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=986000965)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=996139735)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=6056061)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=15957976)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=26168109)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=36139472)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=46116794)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=56140366)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=66283312)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=76076566)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=86175811)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=95940295)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=106461075)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=116018741)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=126106375)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=136038364)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=146001916)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=155959051)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=165953823)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=176083787)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=186361005)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=195966971)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=206218670)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=216142267)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=225991742)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=235975486)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=246034445)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=255967840)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=266000576)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=276135691)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=285998685)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=296019663)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=306101285)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=316096083)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=326174218)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=336036375)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=346270732)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=356086480)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=366081277)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=376093770)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=385952088)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=395972209)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=406077423)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=415981889)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=426093362)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=435989535)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=446095297)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=456092885)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=466092006)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=475983807)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=486113484)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=495901893)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=506150822)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=516024177)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=526084185)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=535999527)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=546119561)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=556112330)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=565987350)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=576079524)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=585972265)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=596163121)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=606106760)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=616534482)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=626026026)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=636869286)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=646146857)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=656042947)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=666044206)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=676074427)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=686113104)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=696080558)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=706317418)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=715956368)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=726029955)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=736078849)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=746067475)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=756114221)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=766085741)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=776082974)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=785949034)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=795879418)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=806114833)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=816103708)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=828588816)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=836112773)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=846075497)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=856085285)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=866052567)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=875960041)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=886100439)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=895988704)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=905980513)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=916121970)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=925976169)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=936105771)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=945973470)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=956094613)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=966081435)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=976068862)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=986094613)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=996132249)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=5967490)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=15943045)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=26048949)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=36137945)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=45941950)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=56114894)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=66074638)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=76087164)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=86150384)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=96080840)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=107109831)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=116091112)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=126088253)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=135945767)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=145995075)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=156050660)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=166057270)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=176168381)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=186087610)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=196060686)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=205960939)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=216096558)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=226259275)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=235956846)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=245961238)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=255930500)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=265944126)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=275952057)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=286178613)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=296090099)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=306082584)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=315961217)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=326080689)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=336067315)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=346075535)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=356047911)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=366346965)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=376054337)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=386094212)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=395842152)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=406067854)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=416138720)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=425934729)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=436122087)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=446047081)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=455929388)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=466071148)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=476100306)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=486597872)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=495936633)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=506106306)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=516127159)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=526083453)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=536046022)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=546064978)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=555989045)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=566022254)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=576103423)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=585975438)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=596096943)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=605954686)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=615944428)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=626164038)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=635949095)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=646165499)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=655976632)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=665958969)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=676094800)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=685911614)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=696047708)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=706058292)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=716073118)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=726018800)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=736035696)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=746022387)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=755976614)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=766250268)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=776029236)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=785922121)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=796103463)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=806264969)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=816413935)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=826118678)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=836111873)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=846091761)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=856102269)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=866094896)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=876071071)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=886075994)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=896076832)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=906206311)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=915945840)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=926120883)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=936076548)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=945947168)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=955949294)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=966048427)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=976027919)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=986055534)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=996117685)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=6074683)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=16085684)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=25947845)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=35921765)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=46047247)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=56071659)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=65937601)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=76493755)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=86064563)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=95941875)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=105941327)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=116077726)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=126076646)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=136077381)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=146232683)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=156137884)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=165908743)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=176099692)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=186083639)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=195899123)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=206045945)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=216068661)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=226056303)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=236069557)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=245931072)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=256072994)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=266118246)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=276142187)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=286039579)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=296113128)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=306044792)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=315944341)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=325900197)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=336086747)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=346068976)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=356055197)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=366093895)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=375972702)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=385931430)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=395940516)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=406040089)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=415942205)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=425989349)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=435987162)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=446060151)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=455932558)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=466729008)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=476054730)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=486064326)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=496012472)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=506058951)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=516218677)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=526091333)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=536050785)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=545982667)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=556093458)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=566055479)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=576064914)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=586036609)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=595919578)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=606117977)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=616066815)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=626247072)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=635964759)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=646344479)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=656031167)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=666038242)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=676076497)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=686084900)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=695908552)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=706025564)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=716081387)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=726107645)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=735953862)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=745888750)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=755939766)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=766013630)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=776041059)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=785911109)",1,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=796047634)",2,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=805917999)",3,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=815906992)",4,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=825935932)",5,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=836053034)",6,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=845908589)",7,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=855915389)",0,0,0
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=865945286)",1,0,0
