stamp,brk_pressure_cmd_counter,f_brake_pressure_cmd,r_brake_pressure_cmd
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=782988535)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=793435159)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=802980894)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=812990148)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=823074496)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=833080441)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=842958299)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=853000295)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=863023407)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=873028843)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=883116468)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=893127932)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=903005048)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=913100684)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=923053714)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=933001542)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=943001836)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=953154659)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=963097890)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=972991782)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=982962994)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=992975465)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=3131259)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=13277932)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=22983474)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=33110870)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=43043461)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=53084906)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=62958427)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=73169960)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=83051465)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=96916697)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=104302581)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=113116462)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=123140496)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=133023410)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=143202891)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=153143707)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=162973291)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=172985526)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=183145812)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=193071551)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=203019560)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=212992161)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=223069683)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=233043348)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=243023596)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=253163886)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=263174292)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=273130205)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=283136727)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=293149308)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=303189526)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=313099630)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=323122453)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=333109893)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=343164037)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=353469262)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=362999698)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=373149871)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=383200756)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=393026117)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=403102329)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=412989252)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=423013683)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=433956538)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=443179943)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=453140671)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=463124459)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=473002899)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=483342087)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=493193658)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=503138962)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=513145247)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=523145385)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=533055327)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=543101875)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=553106410)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=563071081)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=573187902)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=583158270)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=593211888)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=603043325)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=613214583)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=623091407)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=633349142)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=643163012)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=653186469)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=663268711)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=673015325)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=683368170)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=693067544)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=705936974)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=713083785)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=723040934)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=733042206)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=743335331)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=753074270)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=763140938)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=773166070)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=783726006)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=793030253)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=803099310)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=813205430)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=823128699)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=833202861)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=843253144)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=853116906)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=863025297)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=873207505)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=883098838)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=893936803)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=903056149)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=913349325)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=923184165)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=933078538)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=943085682)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=953161775)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=963063282)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=974399608)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=983437891)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=993062854)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=3218879)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=13093155)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=23074768)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=33186851)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=43210110)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=53178553)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=63878690)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=73065997)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=83088641)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=93076625)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=103291633)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=113052301)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=123051568)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=133210387)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=143213393)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=153241374)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=163202499)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=173215326)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=183252002)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=193067651)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=203716646)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=213175472)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=223186454)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=233039593)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=243112445)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=253075974)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=263084876)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=273090851)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=283217682)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=293049916)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=303205341)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=313174739)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=323137602)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=333112011)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=343053667)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=353228818)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=363152595)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=373224834)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=383214181)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=393050940)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=403183955)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=413105784)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=423070850)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=433091856)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=443264748)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=453090441)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=463084637)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=473171156)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=483179312)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=493117752)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=503251298)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=513234498)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=523177361)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=533183745)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=543770295)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=553233049)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=563315157)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=573222486)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=583071266)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=593106052)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=603118464)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=614432830)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=623109798)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=633186786)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=643147905)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=653092359)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=663161902)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=673143673)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=686391744)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=693160776)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=703249412)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=713261592)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=723237244)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=733180696)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=743269500)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=753217585)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=763119687)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=773155939)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=783133544)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=793149543)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=803100712)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=813109823)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=823222137)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=833154812)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=843236404)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=853161477)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=863782889)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=873241151)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=883143965)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=893203734)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=903145730)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=913176517)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=923276615)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=933356926)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=943298613)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=953153292)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=963143369)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=973301027)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=983210100)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=993549660)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=3927978)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=13170000)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=23093776)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=33070002)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=43102934)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=53146827)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=65225595)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=73152462)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=83139662)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=93261448)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=103288042)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=113277197)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=123185065)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=133152359)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=143245710)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=153139392)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=163107143)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=173312996)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=183273505)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=193283327)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=203140560)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=213237218)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=223219512)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=233293843)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=243339509)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=253106493)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=263271491)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=273260998)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=283228120)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=293169845)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=303155484)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=313275157)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=323245200)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=333196331)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=343186091)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=353282059)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=363383275)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=373293979)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=383323173)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=393239590)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=403192963)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=413163746)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=423255947)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=433159311)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=443298566)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=453231487)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=463410821)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=473316805)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=486290028)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=493213881)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=503319772)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=513224207)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=523173201)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=533284050)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=543147017)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=553999255)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=563328538)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=573348088)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=583220234)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=593238051)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=603222871)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=613249267)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=623483955)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=633202073)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=643294476)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=653294513)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=663287552)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477606, nanosec=673216357)",2,0,0
