stamp,rr_tire_temp_04,rr_tire_temp_03,rr_tire_temp_02,rr_tire_temp_01
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748822755)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748822755)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=749017741)",57.20000000000002,55.5,46.5,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=749017741)",57.20000000000002,55.5,46.5,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=749017741)",57.20000000000002,55.5,46.5,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=749017741)",57.20000000000002,55.5,46.5,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477623, nanosec=749017741)",57.20000000000002,55.5,46.5,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748805913)",56.70000000000002,55.5,44.70000000000002,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748805913)",56.70000000000002,55.5,44.70000000000002,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748805913)",56.70000000000002,55.5,44.70000000000002,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748805913)",56.70000000000002,55.5,44.70000000000002,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477624, nanosec=748805913)",56.70000000000002,55.5,44.70000000000002,40.099999999999994
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748868991)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748868991)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748868991)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748868991)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477625, nanosec=748868991)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748954268)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748954268)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748954268)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748954268)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477626, nanosec=748954268)",57.20000000000002,54.0,44.599999999999994,39.0
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748890227)",57.0,54.20000000000002,44.400000000000006,38.30000000000001
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748890227)",57.0,54.20000000000002,44.400000000000006,38.30000000000001
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748890227)",57.0,54.20000000000002,44.400000000000006,38.30000000000001
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748890227)",57.0,54.20000000000002,44.400000000000006,38.30000000000001
"builtin_interfaces.msg.Time(sec=1751477627, nanosec=748890227)",57.0,54.20000000000002,44.400000000000006,38.30000000000001
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748930967)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748930967)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
"builtin_interfaces.msg.Time(sec=1751477628, nanosec=748930967)",57.5,54.400000000000006,43.900000000000006,39.599999999999994
