stamp,sd_system_warning,sd_system_failure,sd_brake_warning1,sd_brake_warning2,sd_brake_warning3,sd_steer_warning1,sd_steer_warning2,sd_steer_warning3,motec_warning,est1_oos_front_brk,est2_oos_rear_brk,est3_low_eng_speed,est4_sd_comms_loss,est5_motec_comms_loss,est6_sd_ebrake,adlink_hb_lost,rc_lost
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=391101708)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=409986073)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=419946266)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=430009036)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=440786070)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=450789886)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=460818576)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=470795770)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=470795770)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=490786460)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=500018278)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=510085509)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=520776730)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=529937056)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=540871601)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=550773877)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=560837852)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=560837852)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=580785158)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=590780225)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=600834112)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=610759946)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=620779053)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=630769534)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=640764759)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=650795574)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=660070085)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=670791089)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=670791089)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=690011139)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=699934016)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=710757693)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=720535900)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=730781980)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=740817122)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=740817122)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=759988532)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=759988532)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=780013202)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=790079583)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=800865386)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=810780053)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=820777662)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=820777662)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=830954610)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=850198480)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=860128126)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=870903579)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=880824640)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=890816510)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=890816510)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=909914342)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=920015638)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=920015638)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=940142784)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=950838015)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=959996856)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=970058764)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=980083683)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=990836973)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477990, nanosec=990836973)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=10843860)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=20299654)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=30779855)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=40782358)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=50824310)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=60034171)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=70797475)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=79992646)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=90774397)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=90774397)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=110283414)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=110283414)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=130015966)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=140025833)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=150060904)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=159988025)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=170783877)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=179980847)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=190017211)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=199953169)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=210822063)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=220851339)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=230858935)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=240069933)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=250026030)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=260820020)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=270814472)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=280004986)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=290862215)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=300214216)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=310866748)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=319960367)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=330838042)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=340168392)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=350037770)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=360079491)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=369972807)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=380185272)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=390604341)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=400126918)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=410829723)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=420846463)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=430867513)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=430867513)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=450868845)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=460149764)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=470000956)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=479938981)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=490066169)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=500027164)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=509954352)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=509954352)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=530856895)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=540300449)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=550055358)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=560095682)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=570102758)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=580176840)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=580176840)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=600893831)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=610873425)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=620102979)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=630075588)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=640092829)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=650086407)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=660167270)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=660167270)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=680158485)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=690115640)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=700812584)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=710098015)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=720614681)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=730075084)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=739962892)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=750784196)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=760033911)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=770781129)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=780056622)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=790077041)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=800048952)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=800048952)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=820218555)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=830276080)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=840809375)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=850193444)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=860143658)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=870006180)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=880123777)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=880123777)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=900015074)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=910095695)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=920120763)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=930113713)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=940983709)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=950101917)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=960076106)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=970057730)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=980151279)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477991, nanosec=990049924)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=96701)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=10094657)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=20164230)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=30019415)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=40053490)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=50067739)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=59992143)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=70044765)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=80783902)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=90049536)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=100439216)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=110000487)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=119974233)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=130000918)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=139972077)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=150022393)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=159978051)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=170028142)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=179888085)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=190011955)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=190011955)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=210786102)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=220022954)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=229958405)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=240045885)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=250003090)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=260773012)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=269916619)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=280799003)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=280799003)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=300787788)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=310613689)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=319908448)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=330029588)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=340022159)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=350881345)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=360245645)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=370106428)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=380100634)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=390049433)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=400082065)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=410170558)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=420148488)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
