stamp,engine_oil_temperature,torque_wheels,driver_traction_aim_switch_fbk,driver_traction_range_switch_fbk
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=794781406)",62.0,1288.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=803850205)",62.0,1288.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=813859256)",62.0,1288.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=823829094)",62.0,1293.7,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=833826240)",62.0,1293.7,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=843833227)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=853830144)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=863948513)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=874530031)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=886449200)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=894579183)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=903869491)",62.0,1293.7,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=913841119)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=923846607)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=933853038)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=943827012)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=953925243)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=963870330)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=973878063)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=983942327)",62.0,1299.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478168, nanosec=993859385)",62.0,1310.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=3834206)",62.0,1316.2,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=13880861)",62.0,1316.2,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=23904299)",62.0,1316.2,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=33828115)",62.0,1321.8000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=43926240)",62.0,1321.8000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=53826416)",62.0,1321.8000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=63823606)",62.0,1327.5,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=73831473)",62.0,1327.5,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=83805395)",62.0,1327.5,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=93877859)",62.0,1327.5,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=104601987)",62.0,1333.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=113829208)",62.0,1333.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=126565691)",62.0,1338.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=133852103)",62.0,1378.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=143940553)",62.0,1411.8000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=153825225)",62.0,1052.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=164003197)",62.0,1060.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=173828658)",62.0,1093.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=183836296)",62.0,1114.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=193869850)",62.0,1139.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=203928038)",62.0,1126.8,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=213827797)",62.0,1143.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=223827564)",62.0,1139.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=233831290)",62.0,1131.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=243841268)",62.0,1122.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=253879298)",62.0,1118.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=263858378)",62.0,1114.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=273810353)",62.0,1110.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=283834945)",62.0,1106.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=293824048)",62.0,1106.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=303845609)",62.0,1102.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=313912999)",62.0,1102.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=323875101)",62.0,1097.8,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=333879486)",62.0,1097.8,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=344231835)",62.0,1093.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=354283003)",62.0,1089.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=363857199)",62.0,1089.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=373860055)",62.0,1089.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=383888273)",62.0,1089.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=394151276)",62.0,1089.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=403848806)",62.0,1093.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=413840924)",62.0,1097.8,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=423844668)",62.0,1097.8,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=433856756)",62.0,1102.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=443871934)",62.0,1110.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=453875059)",62.0,1114.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=463859611)",62.0,1114.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=473934307)",62.0,1122.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=486626735)",62.0,1126.8,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=494901504)",62.0,1131.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=503894204)",62.0,1135.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=514209878)",62.0,1139.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=523816478)",62.0,1147.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=534535076)",62.0,1151.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=543905842)",62.0,1160.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=553881709)",62.0,1164.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=563919616)",62.0,1172.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=573902379)",62.0,1176.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=583895785)",62.0,1180.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=594384501)",62.0,1189.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=603892852)",62.0,1197.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=613868932)",62.0,1201.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=625218516)",62.0,1209.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=633898267)",62.0,1218.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=643800223)",62.0,1226.3,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=653875156)",62.0,1234.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=666519706)",62.0,1242.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=673894593)",62.0,1251.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=683940818)",62.0,1255.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=693919692)",62.0,1263.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=703873831)",62.0,1271.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=713878821)",62.0,1280.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=723801896)",62.0,1288.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=733894183)",62.0,1296.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=743920227)",62.0,1300.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=753891894)",62.0,1309.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=763846695)",62.0,1317.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=773869740)",62.0,1325.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=783872081)",62.0,1329.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=794329046)",62.0,1338.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=803876246)",62.0,1346.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=813878720)",62.0,1354.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=823979919)",62.0,1363.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=834492593)",62.0,1371.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=843869125)",62.0,1379.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=854946347)",62.0,1387.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=863860697)",62.0,1396.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=873850156)",62.0,1404.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=883879090)",62.0,1412.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=893927804)",62.0,1421.0,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=903874094)",62.0,1429.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=914328001)",62.0,1437.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=923860760)",62.0,1445.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=933873536)",62.0,1454.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=943985744)",62.0,1466.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=953852718)",62.0,1474.9,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=966766708)",62.0,1483.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=973939552)",62.0,1491.4,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=983886691)",62.0,1499.7,0,0
"builtin_interfaces.msg.Time(sec=1751478169, nanosec=993980748)",62.0,1508.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=3895155)",62.0,1516.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=14346740)",62.0,1524.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=24069259)",62.0,1532.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=33989201)",62.0,1537.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=43958313)",62.0,1545.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=53941446)",62.0,1553.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=63958147)",62.0,1561.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=73982629)",62.0,1570.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=83955373)",62.0,1578.4,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=94070257)",62.0,1586.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=103952556)",62.0,1595.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=114067976)",62.0,1603.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=123924909)",62.0,1607.4,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=133997657)",62.0,1615.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=143992641)",62.0,1624.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=154009023)",62.0,1632.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=164015386)",62.0,1640.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=174015138)",62.0,1644.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=183960338)",62.0,1653.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=194038692)",62.0,1661.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=203964254)",62.0,1669.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=213954114)",62.0,1677.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=223961518)",62.0,1677.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=233958555)",62.0,1682.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=243954113)",62.0,1599.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=253952741)",62.0,1561.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=263968377)",62.0,1545.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=273981165)",62.0,1528.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=284583352)",62.0,1599.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=293990644)",62.0,1619.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=303996642)",62.0,1624.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=313942123)",62.0,1624.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=323972142)",62.0,1615.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=333963323)",62.0,1603.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=344016504)",62.0,1590.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=354707432)",62.0,1574.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=363930474)",62.0,1557.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=373930982)",62.0,1541.1000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=383872903)",62.0,1524.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=394681081)",62.0,1508.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=403857033)",62.0,1491.4,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=413845136)",62.0,1474.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=423846531)",62.0,1458.3000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=433874732)",62.0,1437.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=443861395)",62.0,1412.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=453804026)",62.0,1387.9,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=463867867)",62.0,1354.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=473848204)",62.0,1325.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=484019665)",62.0,1292.6000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=494436021)",62.0,1259.4,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=503887627)",62.0,1226.3,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=513865817)",62.0,1180.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=523862092)",62.0,1131.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=533859292)",62.0,1068.8,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=543870374)",62.0,1015.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=554618047)",62.0,965.3000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=566299069)",62.0,928.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=573919881)",62.0,903.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=583861050)",62.0,890.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=593857159)",62.0,882.4000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=603844067)",62.0,874.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=613860335)",62.0,870.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=625145604)",62.0,861.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=634344510)",62.0,849.3000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=643825618)",62.0,824.4000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=653847914)",62.0,791.3000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=663860554)",62.0,749.8000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=673830290)",62.0,704.3000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=684025620)",62.0,671.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=693911697)",62.0,642.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=703972530)",62.0,625.5,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=713820739)",62.0,617.3000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=723888548)",62.0,613.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=733875352)",62.0,609.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=746102148)",62.0,600.7,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=754110366)",62.0,592.4,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=766380621)",62.0,575.8000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=773880051)",62.0,546.8000000000001,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=784126947)",62.0,522.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=794008243)",62.0,493.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=803881655)",62.0,468.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=813875291)",62.0,451.5,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=823984602)",62.0,439.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=833863788)",62.0,435.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=843854349)",62.0,435.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=853882339)",62.0,435.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=863814009)",62.0,435.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=873846100)",62.0,430.8,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=883815698)",62.0,426.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=893915384)",62.0,418.40000000000003,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=903836268)",62.0,406.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=913835296)",62.0,389.40000000000003,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=923838109)",62.0,377.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=933806366)",62.0,360.40000000000003,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=946541836)",62.0,352.1,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=953820683)",62.0,348.0,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=963825181)",62.0,343.8,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=973845172)",62.0,339.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=983823830)",62.0,339.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751478170, nanosec=993893679)",62.0,339.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=3817682)",62.0,335.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=13818704)",62.0,331.40000000000003,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=24626149)",62.0,327.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=33804702)",62.0,314.8,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=43889338)",62.0,302.40000000000003,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=53863670)",62.0,294.1,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=63851713)",62.0,285.8,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=73858080)",62.0,281.7,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=83922341)",62.0,277.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=94148036)",62.0,277.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=103890794)",62.0,281.7,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=114721663)",62.0,281.7,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=123859892)",62.0,281.7,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=133799823)",62.0,281.7,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=143854676)",62.0,277.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=153851052)",62.0,269.2,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=163843325)",62.0,261.0,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=173886194)",62.0,256.8,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=183873918)",62.0,252.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=194294137)",62.0,248.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=203859133)",62.0,244.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=214087307)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=223867327)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=233862782)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=246580344)",62.0,236.10000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=253921245)",62.0,236.10000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=263886188)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=273956341)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=283888032)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=294445113)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=303862972)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=313839784)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=323869077)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=333844943)",62.0,240.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=343837787)",62.0,236.10000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=356475330)",62.0,232.0,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=363934999)",62.0,232.0,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=373816847)",62.0,227.8,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=383928874)",62.0,223.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=393871665)",62.0,223.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=403847355)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=413801456)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=423930520)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=433906512)",62.0,211.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=443874930)",62.0,207.10000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=453840718)",62.0,203.0,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=463831715)",62.0,203.0,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=473863621)",62.0,207.10000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=483843366)",62.0,207.10000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=493851945)",62.0,211.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=503885876)",62.0,211.20000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=513849850)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=523872241)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=533842547)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=543847441)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=553837600)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=564241212)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=573934236)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=584344020)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=593864344)",62.0,215.4,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=603869762)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=613841669)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=623836570)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=633857077)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=646626284)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=653831567)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=663854914)",62.0,219.5,0,0
"builtin_interfaces.msg.Time(sec=1751478171, nanosec=673860659)",62.0,223.70000000000002,0,0
