stamp,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=850958472)",0.0,0.0,0.0,-0.017059335485100746,-0.006290412973612547,0.5945143699645996,0.80387943983078
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=900963872)",0.0,0.0,0.0,-0.017107870429754257,-0.006245204713195562,0.5944434404373169,0.8039311766624451
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=910965384)",0.0,0.0,0.0,-0.01712104119360447,-0.006227205507457256,0.5944422483444214,0.8039319515228271
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=950970248)",0.0,0.0,0.0,-0.017142243683338165,-0.006197958253324032,0.5944355726242065,0.8039366006851196
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=960968968)",0.0,0.0,0.0,-0.017173942178487778,-0.006182100158184767,0.594425618648529,0.8039434552192688
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=980975112)",0.0,0.0,0.0,-0.017160214483737946,-0.006169321946799755,0.5943865180015564,0.8039726614952087
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=975112)",0.0,0.0,0.0,-0.017223240807652473,-0.006139086559414864,0.5943655967712402,0.8039870858192444
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=50984072)",0.0,0.0,0.0,-0.01726883463561535,-0.0060742637142539024,0.5943445563316345,0.8040022253990173
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=70987632)",0.0,0.0,0.0,-0.01722855307161808,-0.006111623719334602,0.5942853689193726,0.8040465116500854
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=80985608)",0.0,0.0,0.0,-0.017218520864844322,-0.006099544931203127,0.5942646861076355,0.8040621280670166
