stamp,message_name,message_id,message_type,sequence_number,time_status,gps_week_number,gps_week_milliseconds,receiver_status,idle_time,sol_status,vel_type,latency,diff_age,hor_speed,trk_gnd,ver_speed
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=233936835)",BESTVEL,1430,0,0,180,2373,322419200,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2000000476837158,0.01350622892715129,347.33018894702207,-0.02092039855106788
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=281144353)",BESTVEL,1430,0,0,180,2373,322419250,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.25,0.018923786519691354,193.21996528774844,-0.018864323801466357
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=332616352)",BESTVEL,1430,0,0,180,2373,322419300,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.2999999523162842,0.01734935817077614,214.13285062579786,0.02790426018629184
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=381878181)",BESTVEL,1430,0,0,180,2373,322419350,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.3499999940395355,0.00767875590564008,131.26071429013902,-0.04070559421210998
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=432897812)",BESTVEL,1430,0,0,180,2373,322419400,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.4000000059604645,0.029552874979657605,173.85588170612075,0.015731852839153147
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=481530100)",BESTVEL,1430,0,0,180,2373,322419450,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.44999998807907104,0.01541012062894855,294.93974522724443,-0.031033506522728682
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=537734007)",BESTVEL,1430,0,0,180,2373,322419500,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.5,0.01599678970580918,57.73690976590375,-0.003972610300707636
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=580880722)",BESTVEL,1430,0,0,180,2373,322419550,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.550000011920929,0.019787531124956476,20.040081199726995,0.005177100524554746
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=632422050)",BESTVEL,1430,0,0,180,2373,322419600,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.6000000238418579,0.00970901512906186,146.55722974167657,-0.02774876273799137
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=680731258)",BESTVEL,1430,0,0,180,2373,322419650,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.6499999761581421,0.008013303011875023,175.18682418233308,-0.08908818590520312
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=731814879)",BESTVEL,1430,0,0,180,2373,322419700,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.699999988079071,0.04047177471233757,229.6490636384086,0.05117271451101096
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=781879413)",BESTVEL,1430,0,0,180,2373,322419750,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.75,0.023987108751314243,23.89192418431116,0.005095754469994597
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=831650952)",BESTVEL,1430,0,0,180,2373,322419800,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.800000011920929,0.008055378770725404,67.4859727149632,0.03175775580732607
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=883160148)",BESTVEL,1430,0,0,180,2373,322419850,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8500000238418579,0.01755800139040308,184.85160039619743,-0.018893776286813282
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=931479031)",BESTVEL,1430,0,0,180,2373,322419900,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8999999761581421,0.04023426644858536,234.81110109002563,-0.006512352624495015
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=982933160)",BESTVEL,1430,0,0,180,2373,322419950,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.949999988079071,0.019777629139057985,351.6328989262031,0.027729390369080578
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=65492299)",BESTVEL,1430,0,0,180,2373,322420000,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0,0.03144669389016767,143.9691227158691,0.02974760550465235
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=82410183)",BESTVEL,1430,0,0,180,2373,322420050,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0499999523162842,0.024965380230222118,272.42749321387487,-0.006400594437291748
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=132175859)",BESTVEL,1430,0,0,180,2373,322420100,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.100000023841858,0.021432586234314977,63.24737174732148,-0.07643962144857454
"builtin_interfaces.msg.Time(sec=1751477602, nanosec=181323243)",BESTVEL,1430,0,0,180,2373,322420150,33554432,53,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.149999976158142,0.00960067306339052,167.23101395023795,0.028598835602078865
