stamp,nov_header_message_id,nov_header_time_status,nov_header_gps_week,nov_header_gps_ms,nov_header_receiver_status,length,heading,pitch,heading_stdev,pitch_stdev,rover_stn_id,master_stn_id,num_sv_tracked,num_sv_in_sol,num_sv_obs,num_sv_multi,galileo_beidou_sig_mask,gps_glonass_sig_mask,sol_status,pos_type,sol_source,ext_sol_status
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=890105827)",1335,180,2373,323083850,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=939547883)",1335,180,2373,323083900,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=990288056)",1335,180,2373,323083950,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,12,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=65526152)",1335,180,2373,323084000,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=89635717)",1335,180,2373,323084050,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=138782213)",1335,180,2373,323084100,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=189328388)",1335,180,2373,323084150,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=241771803)",1335,180,2373,323084200,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=290061246)",1335,180,2373,323084250,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478266, nanosec=340795904)",1335,180,2373,323084300,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,13,0,0,0,0,0,1,0,4,0
